##gff-version 3
#
1	DC	chromosome	1	80	.	+	.	ID=1
1	DC	gene	1	80	.	+	.	gene_id=1
1	DC	exon	1	80	.	+	.	gene_id=1
2	DC	chromosome	1	80	.	+	.	ID=2
2	DC	gene	1	80	.	+	.	gene_id=2
2	DC	exon	1	80	.	+	.	gene_id=2
3	DC	chromosome	1	80	.	+	.	ID=3
3	DC	gene	1	80	.	+	.	gene_id=3
3	DC	exon	1	80	.	+	.	gene_id=3
4	DC	chromosome	1	80	.	+	.	ID=4
4	DC	gene	1	80	.	+	.	gene_id=4
4	DC	exon	1	80	.	+	.	gene_id=4
5	DC	chromosome	1	80	.	+	.	ID=5
5	DC	gene	1	80	.	+	.	gene_id=5
5	DC	exon	1	80	.	+	.	gene_id=5
6	DC	chromosome	1	80	.	+	.	ID=6
6	DC	gene	1	80	.	+	.	gene_id=6
6	DC	exon	1	80	.	+	.	gene_id=6
7	DC	chromosome	1	80	.	+	.	ID=7
7	DC	gene	1	80	.	+	.	gene_id=7
7	DC	exon	1	80	.	+	.	gene_id=7
8	DC	chromosome	1	80	.	+	.	ID=8
8	DC	gene	1	80	.	+	.	gene_id=8
8	DC	exon	1	80	.	+	.	gene_id=8
9	DC	chromosome	1	80	.	+	.	ID=9
9	DC	gene	1	80	.	+	.	gene_id=9
9	DC	exon	1	80	.	+	.	gene_id=9
10	DC	chromosome	1	80	.	+	.	ID=10
10	DC	gene	1	80	.	+	.	gene_id=10
10	DC	exon	1	80	.	+	.	gene_id=10
11	DC	chromosome	1	80	.	+	.	ID=11
11	DC	gene	1	80	.	+	.	gene_id=11
11	DC	exon	1	80	.	+	.	gene_id=11
12	DC	chromosome	1	80	.	+	.	ID=12
12	DC	gene	1	80	.	+	.	gene_id=12
12	DC	exon	1	80	.	+	.	gene_id=12
13	DC	chromosome	1	80	.	+	.	ID=13
13	DC	gene	1	80	.	+	.	gene_id=13
13	DC	exon	1	80	.	+	.	gene_id=13
14	DC	chromosome	1	80	.	+	.	ID=14
14	DC	gene	1	80	.	+	.	gene_id=14
14	DC	exon	1	80	.	+	.	gene_id=14
15	DC	chromosome	1	80	.	+	.	ID=15
15	DC	gene	1	80	.	+	.	gene_id=15
15	DC	exon	1	80	.	+	.	gene_id=15
16	DC	chromosome	1	80	.	+	.	ID=16
16	DC	gene	1	80	.	+	.	gene_id=16
16	DC	exon	1	80	.	+	.	gene_id=16
17	DC	chromosome	1	80	.	+	.	ID=17
17	DC	gene	1	80	.	+	.	gene_id=17
17	DC	exon	1	80	.	+	.	gene_id=17
18	DC	chromosome	1	80	.	+	.	ID=18
18	DC	gene	1	80	.	+	.	gene_id=18
18	DC	exon	1	80	.	+	.	gene_id=18
19	DC	chromosome	1	80	.	+	.	ID=19
19	DC	gene	1	80	.	+	.	gene_id=19
19	DC	exon	1	80	.	+	.	gene_id=19
20	DC	chromosome	1	80	.	+	.	ID=20
20	DC	gene	1	80	.	+	.	gene_id=20
20	DC	exon	1	80	.	+	.	gene_id=20
21	DC	chromosome	1	80	.	+	.	ID=21
21	DC	gene	1	80	.	+	.	gene_id=21
21	DC	exon	1	80	.	+	.	gene_id=21
22	DC	chromosome	1	80	.	+	.	ID=22
22	DC	gene	1	80	.	+	.	gene_id=22
22	DC	exon	1	80	.	+	.	gene_id=22
23	DC	chromosome	1	80	.	+	.	ID=23
23	DC	gene	1	80	.	+	.	gene_id=23
23	DC	exon	1	80	.	+	.	gene_id=23
24	DC	chromosome	1	80	.	+	.	ID=24
24	DC	gene	1	80	.	+	.	gene_id=24
24	DC	exon	1	80	.	+	.	gene_id=24
25	DC	chromosome	1	80	.	+	.	ID=25
25	DC	gene	1	80	.	+	.	gene_id=25
25	DC	exon	1	80	.	+	.	gene_id=25
26	DC	chromosome	1	80	.	+	.	ID=26
26	DC	gene	1	80	.	+	.	gene_id=26
26	DC	exon	1	80	.	+	.	gene_id=26
27	DC	chromosome	1	80	.	+	.	ID=27
27	DC	gene	1	80	.	+	.	gene_id=27
27	DC	exon	1	80	.	+	.	gene_id=27
28	DC	chromosome	1	80	.	+	.	ID=28
28	DC	gene	1	80	.	+	.	gene_id=28
28	DC	exon	1	80	.	+	.	gene_id=28
29	DC	chromosome	1	80	.	+	.	ID=29
29	DC	gene	1	80	.	+	.	gene_id=29
29	DC	exon	1	80	.	+	.	gene_id=29
30	DC	chromosome	1	80	.	+	.	ID=30
30	DC	gene	1	80	.	+	.	gene_id=30
30	DC	exon	1	80	.	+	.	gene_id=30
31	DC	chromosome	1	80	.	+	.	ID=31
31	DC	gene	1	80	.	+	.	gene_id=31
31	DC	exon	1	80	.	+	.	gene_id=31
32	DC	chromosome	1	80	.	+	.	ID=32
32	DC	gene	1	80	.	+	.	gene_id=32
32	DC	exon	1	80	.	+	.	gene_id=32
33	DC	chromosome	1	80	.	+	.	ID=33
33	DC	gene	1	80	.	+	.	gene_id=33
33	DC	exon	1	80	.	+	.	gene_id=33
34	DC	chromosome	1	80	.	+	.	ID=34
34	DC	gene	1	80	.	+	.	gene_id=34
34	DC	exon	1	80	.	+	.	gene_id=34
35	DC	chromosome	1	80	.	+	.	ID=35
35	DC	gene	1	80	.	+	.	gene_id=35
35	DC	exon	1	80	.	+	.	gene_id=35
36	DC	chromosome	1	80	.	+	.	ID=36
36	DC	gene	1	80	.	+	.	gene_id=36
36	DC	exon	1	80	.	+	.	gene_id=36
37	DC	chromosome	1	80	.	+	.	ID=37
37	DC	gene	1	80	.	+	.	gene_id=37
37	DC	exon	1	80	.	+	.	gene_id=37
38	DC	chromosome	1	80	.	+	.	ID=38
38	DC	gene	1	80	.	+	.	gene_id=38
38	DC	exon	1	80	.	+	.	gene_id=38
39	DC	chromosome	1	80	.	+	.	ID=39
39	DC	gene	1	80	.	+	.	gene_id=39
39	DC	exon	1	80	.	+	.	gene_id=39
40	DC	chromosome	1	80	.	+	.	ID=40
40	DC	gene	1	80	.	+	.	gene_id=40
40	DC	exon	1	80	.	+	.	gene_id=40
41	DC	chromosome	1	80	.	+	.	ID=41
41	DC	gene	1	80	.	+	.	gene_id=41
41	DC	exon	1	80	.	+	.	gene_id=41
42	DC	chromosome	1	80	.	+	.	ID=42
42	DC	gene	1	80	.	+	.	gene_id=42
42	DC	exon	1	80	.	+	.	gene_id=42
43	DC	chromosome	1	80	.	+	.	ID=43
43	DC	gene	1	80	.	+	.	gene_id=43
43	DC	exon	1	80	.	+	.	gene_id=43
44	DC	chromosome	1	80	.	+	.	ID=44
44	DC	gene	1	80	.	+	.	gene_id=44
44	DC	exon	1	80	.	+	.	gene_id=44
45	DC	chromosome	1	80	.	+	.	ID=45
45	DC	gene	1	80	.	+	.	gene_id=45
45	DC	exon	1	80	.	+	.	gene_id=45
46	DC	chromosome	1	80	.	+	.	ID=46
46	DC	gene	1	80	.	+	.	gene_id=46
46	DC	exon	1	80	.	+	.	gene_id=46
47	DC	chromosome	1	80	.	+	.	ID=47
47	DC	gene	1	80	.	+	.	gene_id=47
47	DC	exon	1	80	.	+	.	gene_id=47
48	DC	chromosome	1	80	.	+	.	ID=48
48	DC	gene	1	80	.	+	.	gene_id=48
48	DC	exon	1	80	.	+	.	gene_id=48
49	DC	chromosome	1	80	.	+	.	ID=49
49	DC	gene	1	80	.	+	.	gene_id=49
49	DC	exon	1	80	.	+	.	gene_id=49
50	DC	chromosome	1	80	.	+	.	ID=50
50	DC	gene	1	80	.	+	.	gene_id=50
50	DC	exon	1	80	.	+	.	gene_id=50
51	DC	chromosome	1	80	.	+	.	ID=51
51	DC	gene	1	80	.	+	.	gene_id=51
51	DC	exon	1	80	.	+	.	gene_id=51
52	DC	chromosome	1	80	.	+	.	ID=52
52	DC	gene	1	80	.	+	.	gene_id=52
52	DC	exon	1	80	.	+	.	gene_id=52
53	DC	chromosome	1	80	.	+	.	ID=53
53	DC	gene	1	80	.	+	.	gene_id=53
53	DC	exon	1	80	.	+	.	gene_id=53
54	DC	chromosome	1	80	.	+	.	ID=54
54	DC	gene	1	80	.	+	.	gene_id=54
54	DC	exon	1	80	.	+	.	gene_id=54
55	DC	chromosome	1	80	.	+	.	ID=55
55	DC	gene	1	80	.	+	.	gene_id=55
55	DC	exon	1	80	.	+	.	gene_id=55
56	DC	chromosome	1	80	.	+	.	ID=56
56	DC	gene	1	80	.	+	.	gene_id=56
56	DC	exon	1	80	.	+	.	gene_id=56
57	DC	chromosome	1	80	.	+	.	ID=57
57	DC	gene	1	80	.	+	.	gene_id=57
57	DC	exon	1	80	.	+	.	gene_id=57
58	DC	chromosome	1	80	.	+	.	ID=58
58	DC	gene	1	80	.	+	.	gene_id=58
58	DC	exon	1	80	.	+	.	gene_id=58
59	DC	chromosome	1	80	.	+	.	ID=59
59	DC	gene	1	80	.	+	.	gene_id=59
59	DC	exon	1	80	.	+	.	gene_id=59
60	DC	chromosome	1	80	.	+	.	ID=60
60	DC	gene	1	80	.	+	.	gene_id=60
60	DC	exon	1	80	.	+	.	gene_id=60
61	DC	chromosome	1	80	.	+	.	ID=61
61	DC	gene	1	80	.	+	.	gene_id=61
61	DC	exon	1	80	.	+	.	gene_id=61
62	DC	chromosome	1	80	.	+	.	ID=62
62	DC	gene	1	80	.	+	.	gene_id=62
62	DC	exon	1	80	.	+	.	gene_id=62
63	DC	chromosome	1	80	.	+	.	ID=63
63	DC	gene	1	80	.	+	.	gene_id=63
63	DC	exon	1	80	.	+	.	gene_id=63
64	DC	chromosome	1	80	.	+	.	ID=64
64	DC	gene	1	80	.	+	.	gene_id=64
64	DC	exon	1	80	.	+	.	gene_id=64
65	DC	chromosome	1	80	.	+	.	ID=65
65	DC	gene	1	80	.	+	.	gene_id=65
65	DC	exon	1	80	.	+	.	gene_id=65
66	DC	chromosome	1	80	.	+	.	ID=66
66	DC	gene	1	80	.	+	.	gene_id=66
66	DC	exon	1	80	.	+	.	gene_id=66
67	DC	chromosome	1	80	.	+	.	ID=67
67	DC	gene	1	80	.	+	.	gene_id=67
67	DC	exon	1	80	.	+	.	gene_id=67
68	DC	chromosome	1	80	.	+	.	ID=68
68	DC	gene	1	80	.	+	.	gene_id=68
68	DC	exon	1	80	.	+	.	gene_id=68
69	DC	chromosome	1	80	.	+	.	ID=69
69	DC	gene	1	80	.	+	.	gene_id=69
69	DC	exon	1	80	.	+	.	gene_id=69
70	DC	chromosome	1	80	.	+	.	ID=70
70	DC	gene	1	80	.	+	.	gene_id=70
70	DC	exon	1	80	.	+	.	gene_id=70
71	DC	chromosome	1	80	.	+	.	ID=71
71	DC	gene	1	80	.	+	.	gene_id=71
71	DC	exon	1	80	.	+	.	gene_id=71
72	DC	chromosome	1	80	.	+	.	ID=72
72	DC	gene	1	80	.	+	.	gene_id=72
72	DC	exon	1	80	.	+	.	gene_id=72
73	DC	chromosome	1	80	.	+	.	ID=73
73	DC	gene	1	80	.	+	.	gene_id=73
73	DC	exon	1	80	.	+	.	gene_id=73
74	DC	chromosome	1	80	.	+	.	ID=74
74	DC	gene	1	80	.	+	.	gene_id=74
74	DC	exon	1	80	.	+	.	gene_id=74
75	DC	chromosome	1	80	.	+	.	ID=75
75	DC	gene	1	80	.	+	.	gene_id=75
75	DC	exon	1	80	.	+	.	gene_id=75
76	DC	chromosome	1	80	.	+	.	ID=76
76	DC	gene	1	80	.	+	.	gene_id=76
76	DC	exon	1	80	.	+	.	gene_id=76
77	DC	chromosome	1	80	.	+	.	ID=77
77	DC	gene	1	80	.	+	.	gene_id=77
77	DC	exon	1	80	.	+	.	gene_id=77
78	DC	chromosome	1	80	.	+	.	ID=78
78	DC	gene	1	80	.	+	.	gene_id=78
78	DC	exon	1	80	.	+	.	gene_id=78
79	DC	chromosome	1	80	.	+	.	ID=79
79	DC	gene	1	80	.	+	.	gene_id=79
79	DC	exon	1	80	.	+	.	gene_id=79
80	DC	chromosome	1	80	.	+	.	ID=80
80	DC	gene	1	80	.	+	.	gene_id=80
80	DC	exon	1	80	.	+	.	gene_id=80
81	DC	chromosome	1	80	.	+	.	ID=81
81	DC	gene	1	80	.	+	.	gene_id=81
81	DC	exon	1	80	.	+	.	gene_id=81
82	DC	chromosome	1	80	.	+	.	ID=82
82	DC	gene	1	80	.	+	.	gene_id=82
82	DC	exon	1	80	.	+	.	gene_id=82
83	DC	chromosome	1	80	.	+	.	ID=83
83	DC	gene	1	80	.	+	.	gene_id=83
83	DC	exon	1	80	.	+	.	gene_id=83
84	DC	chromosome	1	80	.	+	.	ID=84
84	DC	gene	1	80	.	+	.	gene_id=84
84	DC	exon	1	80	.	+	.	gene_id=84
85	DC	chromosome	1	80	.	+	.	ID=85
85	DC	gene	1	80	.	+	.	gene_id=85
85	DC	exon	1	80	.	+	.	gene_id=85
86	DC	chromosome	1	80	.	+	.	ID=86
86	DC	gene	1	80	.	+	.	gene_id=86
86	DC	exon	1	80	.	+	.	gene_id=86
87	DC	chromosome	1	80	.	+	.	ID=87
87	DC	gene	1	80	.	+	.	gene_id=87
87	DC	exon	1	80	.	+	.	gene_id=87
88	DC	chromosome	1	80	.	+	.	ID=88
88	DC	gene	1	80	.	+	.	gene_id=88
88	DC	exon	1	80	.	+	.	gene_id=88
89	DC	chromosome	1	80	.	+	.	ID=89
89	DC	gene	1	80	.	+	.	gene_id=89
89	DC	exon	1	80	.	+	.	gene_id=89
90	DC	chromosome	1	80	.	+	.	ID=90
90	DC	gene	1	80	.	+	.	gene_id=90
90	DC	exon	1	80	.	+	.	gene_id=90
91	DC	chromosome	1	80	.	+	.	ID=91
91	DC	gene	1	80	.	+	.	gene_id=91
91	DC	exon	1	80	.	+	.	gene_id=91
92	DC	chromosome	1	80	.	+	.	ID=92
92	DC	gene	1	80	.	+	.	gene_id=92
92	DC	exon	1	80	.	+	.	gene_id=92
93	DC	chromosome	1	80	.	+	.	ID=93
93	DC	gene	1	80	.	+	.	gene_id=93
93	DC	exon	1	80	.	+	.	gene_id=93
94	DC	chromosome	1	80	.	+	.	ID=94
94	DC	gene	1	80	.	+	.	gene_id=94
94	DC	exon	1	80	.	+	.	gene_id=94
95	DC	chromosome	1	80	.	+	.	ID=95
95	DC	gene	1	80	.	+	.	gene_id=95
95	DC	exon	1	80	.	+	.	gene_id=95
96	DC	chromosome	1	80	.	+	.	ID=96
96	DC	gene	1	80	.	+	.	gene_id=96
96	DC	exon	1	80	.	+	.	gene_id=96
97	DC	chromosome	1	80	.	+	.	ID=97
97	DC	gene	1	80	.	+	.	gene_id=97
97	DC	exon	1	80	.	+	.	gene_id=97
98	DC	chromosome	1	80	.	+	.	ID=98
98	DC	gene	1	80	.	+	.	gene_id=98
98	DC	exon	1	80	.	+	.	gene_id=98
99	DC	chromosome	1	80	.	+	.	ID=99
99	DC	gene	1	80	.	+	.	gene_id=99
99	DC	exon	1	80	.	+	.	gene_id=99
100	DC	chromosome	1	80	.	+	.	ID=100
100	DC	gene	1	80	.	+	.	gene_id=100
100	DC	exon	1	80	.	+	.	gene_id=100
101	DC	chromosome	1	80	.	+	.	ID=101
101	DC	gene	1	80	.	+	.	gene_id=101
101	DC	exon	1	80	.	+	.	gene_id=101
102	DC	chromosome	1	80	.	+	.	ID=102
102	DC	gene	1	80	.	+	.	gene_id=102
102	DC	exon	1	80	.	+	.	gene_id=102
103	DC	chromosome	1	80	.	+	.	ID=103
103	DC	gene	1	80	.	+	.	gene_id=103
103	DC	exon	1	80	.	+	.	gene_id=103
104	DC	chromosome	1	80	.	+	.	ID=104
104	DC	gene	1	80	.	+	.	gene_id=104
104	DC	exon	1	80	.	+	.	gene_id=104
105	DC	chromosome	1	80	.	+	.	ID=105
105	DC	gene	1	80	.	+	.	gene_id=105
105	DC	exon	1	80	.	+	.	gene_id=105
106	DC	chromosome	1	80	.	+	.	ID=106
106	DC	gene	1	80	.	+	.	gene_id=106
106	DC	exon	1	80	.	+	.	gene_id=106
107	DC	chromosome	1	80	.	+	.	ID=107
107	DC	gene	1	80	.	+	.	gene_id=107
107	DC	exon	1	80	.	+	.	gene_id=107
108	DC	chromosome	1	80	.	+	.	ID=108
108	DC	gene	1	80	.	+	.	gene_id=108
108	DC	exon	1	80	.	+	.	gene_id=108
109	DC	chromosome	1	80	.	+	.	ID=109
109	DC	gene	1	80	.	+	.	gene_id=109
109	DC	exon	1	80	.	+	.	gene_id=109
110	DC	chromosome	1	80	.	+	.	ID=110
110	DC	gene	1	80	.	+	.	gene_id=110
110	DC	exon	1	80	.	+	.	gene_id=110
111	DC	chromosome	1	80	.	+	.	ID=111
111	DC	gene	1	80	.	+	.	gene_id=111
111	DC	exon	1	80	.	+	.	gene_id=111
112	DC	chromosome	1	80	.	+	.	ID=112
112	DC	gene	1	80	.	+	.	gene_id=112
112	DC	exon	1	80	.	+	.	gene_id=112
113	DC	chromosome	1	80	.	+	.	ID=113
113	DC	gene	1	80	.	+	.	gene_id=113
113	DC	exon	1	80	.	+	.	gene_id=113
114	DC	chromosome	1	80	.	+	.	ID=114
114	DC	gene	1	80	.	+	.	gene_id=114
114	DC	exon	1	80	.	+	.	gene_id=114
115	DC	chromosome	1	80	.	+	.	ID=115
115	DC	gene	1	80	.	+	.	gene_id=115
115	DC	exon	1	80	.	+	.	gene_id=115
116	DC	chromosome	1	80	.	+	.	ID=116
116	DC	gene	1	80	.	+	.	gene_id=116
116	DC	exon	1	80	.	+	.	gene_id=116
117	DC	chromosome	1	80	.	+	.	ID=117
117	DC	gene	1	80	.	+	.	gene_id=117
117	DC	exon	1	80	.	+	.	gene_id=117
118	DC	chromosome	1	80	.	+	.	ID=118
118	DC	gene	1	80	.	+	.	gene_id=118
118	DC	exon	1	80	.	+	.	gene_id=118
119	DC	chromosome	1	80	.	+	.	ID=119
119	DC	gene	1	80	.	+	.	gene_id=119
119	DC	exon	1	80	.	+	.	gene_id=119
120	DC	chromosome	1	80	.	+	.	ID=120
120	DC	gene	1	80	.	+	.	gene_id=120
120	DC	exon	1	80	.	+	.	gene_id=120
121	DC	chromosome	1	80	.	+	.	ID=121
121	DC	gene	1	80	.	+	.	gene_id=121
121	DC	exon	1	80	.	+	.	gene_id=121
122	DC	chromosome	1	80	.	+	.	ID=122
122	DC	gene	1	80	.	+	.	gene_id=122
122	DC	exon	1	80	.	+	.	gene_id=122
123	DC	chromosome	1	80	.	+	.	ID=123
123	DC	gene	1	80	.	+	.	gene_id=123
123	DC	exon	1	80	.	+	.	gene_id=123
124	DC	chromosome	1	80	.	+	.	ID=124
124	DC	gene	1	80	.	+	.	gene_id=124
124	DC	exon	1	80	.	+	.	gene_id=124
125	DC	chromosome	1	80	.	+	.	ID=125
125	DC	gene	1	80	.	+	.	gene_id=125
125	DC	exon	1	80	.	+	.	gene_id=125
126	DC	chromosome	1	80	.	+	.	ID=126
126	DC	gene	1	80	.	+	.	gene_id=126
126	DC	exon	1	80	.	+	.	gene_id=126
127	DC	chromosome	1	80	.	+	.	ID=127
127	DC	gene	1	80	.	+	.	gene_id=127
127	DC	exon	1	80	.	+	.	gene_id=127
128	DC	chromosome	1	80	.	+	.	ID=128
128	DC	gene	1	80	.	+	.	gene_id=128
128	DC	exon	1	80	.	+	.	gene_id=128
